xy_buis (ID),som_key,GHG_ERROR,lon,lat
B39D2760001,1121,0.05,152514.0,426292.0
B39G0364001,1135,-0.23,160645.0,429558.0
B38F0616001,1887,0.06,132718.0,447886.0
B38F2365001,2372,-0.24,136132.0,446396.0
B38F2364001,507,0.08,132545.0,446074.0
B38F2359001,2075,-0.04,133273.0,445857.0
B38F2367001,931,0.04,136196.0,446587.0
B38G1901001,1134,-0.53,122453.0,427550.0
B38G1900001,1134,-0.43,122439.0,427652.0
B38H0361001,391,0.63,132573.0,431854.0
B38H0355001,401,0.24,134970.0,431357.0
B38H0354001,401,,134988.0,431322.0
B38G1892001,750,0.36,120114.0,436189.0
B37F3793001,344,-0.04,90373.0,448309.0
B37F3792001,285,-0.46,90239.0,448244.0
B38C4002001,407,0.08,100118.0,436250.0
B38D0351001,111,0.17,110426.0,432736.0
B38E0294001,342,-0.12,123333.0,446749.0
B38E1480001,695,0.03,123257.0,446964.0
B38E1479001,695,0.06,123325.0,446798.0
B38E0293001,695,0.06,123317.0,446793.0
B38D0423001,286,-0.09,110515.0,432775.0
B38E0292001,695,0.07,123302.0,446833.0
B38E0172001,458,0.13,128830.0,449340.0
B38C3990001,230,,102155.0,436138.0
B38B0177001,935,-0.21,116960.0,449990.0
B38H0366001,649,1.79,136992.0,431314.0
B39B1579001,2067,-0.23,151690.0,444990.0
B39B1569001,1256,0.14,153812.0,444322.0
B39B1567001,1137,0.66,154224.0,444401.0
B39B1566002,1259,0.06,156883.0,444334.0
B39B1583001,2191,0.69,150276.0,444110.0
B39B1564002,1257,-0.24,154562.0,444460.0
B39D2475002,214,0.48,151496.0,429383.0
B39D2476002,213,0.39,152047.0,428982.0
B39B1564003,1257,-0.19,154562.0,444460.0
B39B1564001,1257,-0.24,154562.0,444460.0
B38H2326001,759,0.16,135981.0,433152.0
B39A2336001,2373,-0.96,146632.0,443099.0
B39A2338001,1887,0.63,143182.0,448381.0
B39B1559001,1197,0.05,154452.0,444307.0
B39B1556001,1197,,154059.0,444700.0
B39B1384001,1414,0.18,158527.0,444674.0
B57B0294001,1334,0.14,159750.0,370250.0
B57B0300001,1848,,159795.0,369229.0
B57B0427001,1091,,159679.0,370507.0
B57B0423001,1898,,156084.0,371336.0
B57B0435001,1460,,152949.0,368274.0
B57B0553002,2280,,157430.0,373597.0
B57B0553001,2280,,157430.0,373597.0
B57B0464002,1272,,157476.0,373044.0
B57B0439001,1337,,152500.0,374750.0
B55A0378001,1413,,66210.0,368920.0
B57A0254001,1338,0.04,146511.0,371631.0
B52D2040001,2238,0.0,191133.0,380095.0
B52E1693001,2462,0.11,207546.0,389466.0
B52D2132001,857,-0.31,190153.0,380687.0
B52D2142001,1730,0.29,190770.0,379034.0
B52D2146001,2179,,190810.0,380371.0
B52C2085001,46,-0.7,189990.0,380422.0
B54E0233001,1660,0.38,45456.0,364662.0
B54B0092001,1486,,32653.0,370143.0
B54B0066002,1659,0.49,39211.0,367712.0
B54B0066001,1659,0.39,39211.0,367712.0
B54E0355001,1179,,44466.0,369570.0
B54E0360001,504,0.52,40392.0,372692.0
B54E0363001,799,-0.08,40180.0,372420.0
B54E0360002,504,0.58,40392.0,372692.0
B54E0355002,1179,-0.08,44466.0,369570.0
B54E0358002,799,,40263.0,372772.0
B54E0358001,799,,40263.0,372772.0
B54E0356002,1179,0.03,44486.0,369567.0
B54E0356001,1179,0.33,44486.0,369567.0
B54A0056001,269,0.5,22972.0,363918.0
B54A0048001,1600,0.2,24720.0,364510.0
B53F0034001,1820,-0.34,18510.0,365920.0
B53F0034002,1820,-0.17,18510.0,365920.0
B53F0039001,1775,0.79,17930.0,371631.0
B54E0364001,1105,-0.33,40240.0,372340.0
B54E0365002,1227,-0.32,40260.0,372240.0
B54F0058001,1485,0.57,54642.0,373228.0
B54F0043002,1659,0.62,50114.0,373017.0
B54F0043001,1659,0.51,50114.0,373017.0
B54F0065001,1941,,55225.0,364355.0
B54F0065002,1941,0.23,55225.0,364355.0
B54F0109001,1069,-0.08,59251.0,373851.0
B54F0111001,1534,0.59,57410.0,370935.0
B54G0034001,1486,0.26,49414.0,361002.0
B55A0227001,1429,,63520.0,371150.0
B52G1325003,805,-0.18,200292.0,378024.0
B52G1326001,805,,200254.0,378057.0
B60D3132001,2137,-0.88,191605.0,325182.0
B60D3172001,2508,,190247.0,326626.0
B60D3138002,2200,,190958.0,326249.0
B60D3136002,1298,,190831.0,326464.0
B61F1435001,2699,-2.14,179593.0,323577.0
B61F1436001,1980,-0.74,179744.0,323956.0
B60B1260001,685,,192452.0,348837.0
B60C3690001,2689,-5.58,188292.0,332172.0
B60C1132001,2210,1.15,180457.0,331059.0
B62B4300001,2448,-3.31,195043.0,321989.0
B62B0916001,2876,-10.45,193270.0,319540.0
B62B0926001,1709,-1.62,190520.0,315320.0
B62B4464001,2261,-3.34,191807.0,324364.0
B62B4466001,2936,9.73,196387.0,314461.0
B62A0235001,2993,-3.07,185091.0,321141.0
B62A0246001,2933,-2.27,185022.0,320812.0
B61H0017001,2699,-1.32,179820.0,311580.0
B61H0012001,2987,-1.76,178362.0,310842.0
B61F2514001,2572,-4.93,174911.0,315307.0
B61H0007001,2874,6.88,179670.0,310290.0
B61H0009001,2987,-1.76,179310.0,311450.0
B62A0430001,2998,-31.12,181270.0,323390.0
B62B0860001,2872,-0.97,192350.0,320330.0
B62B0901004,2999,-3.16,192390.0,318940.0
B62B0901003,2999,-14.02,192390.0,318940.0
B62B0901002,2999,-14.05,192390.0,318940.0
B62B0888001,2999,-26.47,193610.0,316340.0
B62B0888003,2999,-11.02,193610.0,316340.0
B62A3054003,2936,,181526.0,317805.0
B62A0447001,2694,26.84,187928.0,316978.0
B62A0448001,2879,-26.6,183458.0,324312.0
B62A0449001,2996,-0.32,184465.0,320336.0
B62A0449002,2996,-2.32,184465.0,320336.0
B58C0702001,1316,-0.19,181745.0,358980.0
B58C0350001,2978,-0.54,189430.0,358540.0
B58C0749001,183,-0.5,181535.0,358072.0
B58D0447001,2446,-2.88,199995.0,359320.0
B57H0504001,692,,172898.0,357366.0
B57H0499001,1199,0.34,172727.0,357079.0
B58B0708001,0,-0.21,190500.0,369150.0
B58G0268001,2811,-12.95,208440.0,351425.0
B60B0106001,2934,-6.0,194642.0,339556.0
B58D3266001,1711,0.39,197296.0,354801.0
B58E0267001,2533,0.23,206284.0,373251.0
B58F0064001,2992,-7.5,213297.0,374803.0
B50E0550002,479,0.42,122320.0,391481.0
B50E1288001,2833,,125454.0,391420.0
B50F1480001,1522,-0.67,131002.0,390543.0
B50G0340001,2121,,129077.0,387396.0
B50F1472001,1582,,131498.0,390654.0
B50F1471001,1582,,131333.0,390938.0
B50F1367001,807,,139769.0,390684.0
B50F1442002,1843,-0.1,133365.0,392146.0
B50F1462001,1353,0.61,132470.0,391386.0
B50B0498001,719,-0.79,119697.0,393870.0
B50B1189001,1916,,114557.0,396540.0
B50B1188001,374,-0.62,115346.0,396574.0
B50B0211001,1664,0.26,117394.0,396701.0
B50D0064001,1765,-0.33,115528.0,381661.0
B50B1207001,1679,-0.18,115089.0,395862.0
B50E0140001,1974,-1.67,120353.0,393100.0
B50E0145001,839,1.19,123667.0,392961.0
B51A1761001,269,-78.83,149143.0,396709.0
B51A0470002,758,,146686.0,395552.0
B51A0466001,1015,,146906.0,395466.0
B51A1885001,984,,142310.0,392832.0
B51A1884001,805,,142143.0,392435.0
B51A1812001,1374,-0.37,146167.0,389753.0
B50H0379001,1435,,136583.0,383531.0
B50H0380001,1379,,138555.0,381712.0
B50H0381001,1379,-0.57,138754.0,381728.0
B50H0399001,1581,-1.69,137772.0,379561.0
B50H0406001,2257,-0.73,137983.0,380023.0
B51A0456001,1259,,147133.0,395316.0
B48E0156001,887,0.62,43972.0,394886.0
B48E0150001,828,0.61,43119.0,395643.0
B48E0071001,865,,49175.0,393360.0
B48E0172001,1012,1.2,44714.0,393942.0
B48D0257002,1548,0.48,36088.0,376617.0
B48C0230001,1593,0.68,20708.0,378863.0
B48C0164002,1900,0.97,21972.0,377742.0
B48C0164001,1900,0.56,21972.0,377742.0
B48E0286001,1298,-0.41,42152.0,396062.0
B48B0156002,887,0.1,38703.0,390809.0
B48F0205002,1773,0.77,57920.0,391550.0
B50A0460002,1558,0.23,106888.0,399541.0
B51G0868002,49,0.07,165615.0,383185.0
B51G0864002,594,,165311.0,383244.0
B51G2448001,239,1.33,164030.0,381538.0
B51G0864001,594,,165311.0,383244.0
B51G0860002,1542,0.23,165239.0,380751.0
B51G2507001,467,,164158.0,385819.0
B51G2576001,1297,0.2,168791.0,376716.0
B51G2565001,770,-1.05,160868.0,381362.0
B51G2564001,351,0.3,161079.0,380921.0
B51G2562001,770,,160850.0,381117.0
B51G2589001,91,-0.26,169055.0,377034.0
B51G2555001,712,-0.93,165247.0,384842.0
B51G2561001,770,-0.8,160924.0,381009.0
B51C1887001,2415,0.42,147723.0,380901.0
B51C1886001,1758,,147590.0,380961.0
B51C1826001,1762,,140401.0,384486.0
B51C1862001,1760,,147790.0,378445.0
B51C1863001,1760,0.0,147882.0,378483.0
B51D0209001,2329,-1.61,150993.0,383906.0
B51D0527001,1062,,157575.0,376222.0
B51D2025001,299,2.48,157669.0,383661.0
B51B1734001,118,0.31,156361.0,394427.0
B51B1733001,116,0.06,155624.0,394094.0
B51B1732001,57,,155081.0,393731.0
B51B1676001,359,0.0,152636.0,396243.0
B51B1744001,764,0.4,154248.0,398846.0
B51B0350001,115,0.88,155120.0,397490.0
B51B0383001,899,,158752.0,391997.0
B51B0415001,587,-0.25,155491.0,397121.0
B51B0417001,57,-0.26,155352.0,396464.0
B51B0423001,59,-0.04,155811.0,395613.0
B51B1780001,359,-1.82,159564.0,391681.0
B51C1779002,1636,0.6,144292.0,378077.0
B51C1764001,1637,0.51,144104.0,378822.0
B51C1756001,1638,0.63,141188.0,386722.0
B51C1762001,1875,,148113.0,382354.0
B51C1761001,1186,0.27,147049.0,382849.0
B51B1784002,2962,0.15,159905.0,391644.0
B51B1781001,235,-0.91,159594.0,391882.0
B51E1727001,726,-0.62,166189.0,392914.0
B51E1745001,59,1.08,160395.0,391172.0
B51E0304001,835,0.06,165133.0,388200.0
B51E1655001,2971,-0.45,163214.0,388533.0
B51E1876001,1835,-0.35,165980.0,388177.0
B51E1874001,236,-0.06,165393.0,389062.0
B51E1870001,59,0.33,162707.0,389130.0
B51D2049001,59,-0.22,156369.0,386508.0
B51D2234001,77,1.8,152400.0,382471.0
B14A0224001,218,0.0,109310.0,537955.0
B14A0052001,2975,-1.05,108322.0,537603.0
B14A0051001,2975,-0.92,108308.0,537632.0
B14A0050001,2975,-0.89,108297.0,537674.0
B14A0049001,2975,-0.92,108294.0,537693.0
B14A0014001,2975,-1.02,108329.0,537726.0
B14A0046001,278,0.0,109650.0,538135.0
B14A0025001,2975,-1.0,108301.0,537658.0
B14A0024001,2857,-1.31,108232.0,537759.0
B12G1597003,624,0.44,247900.0,560370.0
B12G1597002,624,0.52,247900.0,560370.0
B13A0944001,1735,0.71,266088.0,563018.0
B13A0927001,684,0.27,268710.0,570808.0
B14A0225001,2673,-1.23,109257.0,537553.0
B14A0227001,2851,-1.64,108781.0,538111.0
B15E1446001,341,0.12,166647.0,549001.0
B15E1448001,459,0.06,166751.0,549126.0
B15E1451001,459,0.2,166808.0,549077.0
B15E1452001,459,,166883.0,549001.0
B15E1453001,576,0.33,166918.0,548974.0
B16A1458001,926,0.2,187926.0,543786.0
B16A0246001,983,0.08,189976.0,538009.0
B16B0356001,511,0.22,198974.0,542465.0
B16A0169001,513,-0.04,187346.0,542452.0
B16A0140001,865,-0.73,182810.0,543050.0
B16A0077001,2309,-0.58,181848.0,537800.0
B16A0197001,802,0.17,187590.0,548915.0
B16A0211001,511,,188346.0,547956.0
B14A0228001,777,0.14,108706.0,538234.0
B14C0348001,2611,-1.71,108140.0,535418.0
B14C0352001,336,-1.54,109288.0,537243.0
B14C0351001,2610,-1.61,108947.0,536714.0
B14C0350001,2796,-1.04,108423.0,535977.0
B14C0347001,2681,-2.26,107273.0,534871.0
B14C0346001,2746,-3.54,107858.0,536482.0
B14C0090001,336,-1.58,109288.0,537243.0
B14C0088001,695,-1.37,109214.0,537288.0
B14C0086001,2668,-1.52,109040.0,537327.0
B14C0083001,2757,-4.38,105804.0,525946.0
B14B0125001,516,0.59,111858.0,537608.0
B14B0119001,657,0.25,109986.0,539781.0
B14C0063001,2670,-1.55,107608.0,535542.0
B14B0107001,157,0.13,115086.0,543804.0
B14C0051001,336,-0.13,108790.0,536035.0
B14E0188001,2009,0.37,126116.0,543458.0
B15B0041001,409,0.49,155604.0,546244.0
B15E0118001,284,-0.39,162126.0,545037.0
B14F0057001,118,-0.19,135977.0,541127.0
B14F0039001,420,0.58,134040.0,541050.0
B14G0084001,530,0.72,120209.0,526778.0
B12D1842001,330,-0.4,234640.0,552144.0
B12D1849001,813,-0.16,235149.0,551163.0
B12D1848001,90,-0.7,233996.0,552952.0
B12D1846001,272,0.08,233817.0,550823.0
B12D1844002,814,0.23,233885.0,551556.0
B12D1813002,1018,-0.27,230427.0,551759.0
B12C0270001,799,-0.03,222322.0,557552.0
B12C0267001,799,2.25,224155.0,556984.0
B12C0056002,1763,0.2,227584.0,556091.0
B12C0056001,1763,-1.5,227584.0,556091.0
B12B1828001,747,0.2,239373.0,563274.0
B12B1829001,445,-0.13,239043.0,562572.0
B12B1830001,445,-0.01,239056.0,562568.0
B12B1831001,1530,-0.05,237548.0,571525.0
B12B1834001,1232,-0.24,237700.0,571382.0
B12C1645001,981,-0.19,224332.0,557308.0
B12C1649002,800,-0.12,224932.0,556867.0
B12C0275001,921,0.13,223310.0,557860.0
B12C0274001,799,-0.06,224150.0,556975.0
B12E1584001,1107,0.34,240557.0,564494.0
B12E0380001,500,0.18,243705.0,567100.0
B12E0423002,1107,0.37,240525.0,564498.0
B12E0426002,1107,0.22,240555.0,564502.0
B12G0191002,981,-0.71,240928.0,560572.0
B12D2044001,814,,233520.0,552017.0
B12D2035002,83,,235869.0,551944.0
B12D2034002,619,-1.32,235289.0,551962.0
B12D2032002,813,-0.65,232866.0,552071.0
B12D2030002,691,,234675.0,551502.0
B12D2029002,23,,233596.0,552747.0
B12D2023002,692,0.0,234293.0,551992.0
B12D2024002,271,-0.1,234510.0,552483.0
B12D2025002,691,,234720.0,552958.0
B12D2026002,688,-0.2,234892.0,553367.0
B12D2028002,320,,233479.0,550309.0
B12E0270001,1951,-0.33,247390.0,564460.0
B16B0382001,984,0.13,190113.0,537982.0
B17E0263002,728,-0.19,242995.0,542580.0
B17E0261003,788,0.15,243210.0,542390.0
B17E0261002,788,0.07,243210.0,542390.0
B17E2225001,2095,-0.51,244995.0,547542.0
B17D2145001,645,,232536.0,526913.0
B17F0023001,2822,-0.31,254930.0,537640.0
B17C1956001,95,0.36,223774.0,528750.0
B17C1746001,204,-0.13,223994.0,534805.0
B17C1758002,665,0.08,224656.0,533687.0
B17D2060001,1172,0.13,237671.0,536652.0
B17D0184001,1052,0.19,237025.0,536675.0
B17D0175001,959,-0.11,240079.0,531321.0
B17H0310001,2946,-0.61,255260.0,533500.0
B17G1730001,206,,245894.0,530435.0
B17G1726001,689,,248308.0,530611.0
B17G1724001,628,,247916.0,530073.0
B17G0185001,959,0.34,240655.0,530267.0
B17G0167001,210,-0.4,248570.0,525290.0
B17G0193001,873,,240605.0,529005.0
B17G1680001,1914,0.43,240335.0,530464.0
B17G1721001,989,,246565.0,532153.0
B17G1719001,444,,246438.0,534255.0
B17G0244001,2010,-0.03,245280.0,532125.0
B17G0234001,1615,0.02,246064.0,530477.0
B17G0227002,669,0.06,244313.0,532164.0
B17G0246002,2100,-0.04,244829.0,532083.0
B17G0253001,1109,0.07,244265.0,532626.0
B17G0257001,748,-0.42,244905.0,532605.0
B16F2132001,989,0.02,213143.0,539476.0
B16F2131001,1104,0.02,210696.0,539156.0
B16F0306002,544,-0.06,214983.0,545195.0
B16F0303001,199,-0.04,214195.0,544660.0
B16F0304001,377,-0.01,214382.0,544816.0
B16D0187001,660,0.05,199400.0,534058.0
B16E0112001,927,0.14,203813.0,547600.0
B16F0218001,1975,-0.17,218528.0,544814.0
B16F0216001,2156,-0.08,218907.0,545740.0
B16F0297001,2837,-0.39,214958.0,544454.0
B16F0301001,377,0.27,214352.0,544666.0
B16F0299001,544,0.07,214753.0,545065.0
B16F0298001,317,0.04,214794.0,544790.0
B16F0289001,544,-0.08,214915.0,545415.0
B16F0288003,544,0.0,214811.0,545209.0
B16F0284002,483,0.05,214683.0,544925.0
B16F0284001,483,-0.24,214683.0,544925.0
B16F0080001,198,0.1,212175.0,548725.0
B16F0081001,498,,211325.0,548600.0
B17B0251001,2601,,236204.0,548760.0
B17C1684001,2959,-1.18,225406.0,537147.0
B17C0403002,2961,1.27,225607.0,536769.0
B17C0403001,2961,0.62,225607.0,536769.0
B17C0358001,324,-0.26,224699.0,535425.0
B17C0344002,2959,0.03,225409.0,537142.0
B17C0341001,2840,-2.07,225870.0,537284.0
B17C0288003,546,0.19,225048.0,534178.0
B17C0371001,2959,,225411.0,537177.0
B17C0372001,2959,-1.23,225405.0,537156.0
B17C0392001,784,0.0,222607.0,532906.0
B16H1476002,658,,214744.0,536950.0
B17A0268001,2719,-1.31,222814.0,543871.0
B17A0264001,2035,-1.16,223318.0,543766.0
B17A0261001,2778,,223025.0,544205.0
B17A0247001,2094,-2.88,225449.0,538505.0
B17A0233002,34,0.96,227693.0,539139.0
B12B1724001,626,,230489.0,564501.0
B12B1652001,686,-0.75,232205.0,573013.0
B06F2148001,923,,211621.0,596117.0
B06F2147001,217,0.04,212024.0,596383.0
B06F2146001,333,-0.07,210424.0,598393.0
B06F2149001,334,0.19,212412.0,595762.0
B06F2151001,159,0.36,212783.0,594504.0
B06F2115001,1774,-0.31,217788.0,595522.0
B06F2116001,1895,-1.09,217496.0,597618.0
B06E2834001,1105,,208091.0,599656.0
B06E2834002,1105,-0.2,208091.0,599656.0
B06E2833002,1104,-0.05,208993.0,599629.0
B06E2833001,1104,,208993.0,599629.0
B06E2832001,923,0.23,207525.0,596500.0
B06E2830001,394,0.22,209411.0,596469.0
B06E2829001,394,,209469.0,596163.0
B06E2813001,581,,208673.0,594293.0
B06F0146001,1534,-0.09,210032.0,594152.0
B06F0145001,274,,212932.0,597080.0
B06F0143001,274,,211390.0,599411.0
B06G0322001,633,0.07,203546.0,582787.0
B06G0146001,407,-0.27,209275.0,586625.0
B06G0320001,578,-0.1,203284.0,582851.0
B06E2812001,1136,,208497.0,594347.0
B06E0226001,984,,209780.0,599443.0
B06D0518001,1102,0.12,195090.0,585640.0
B07C0267001,1405,0.38,227155.0,578016.0
B07C0129001,884,-0.4,228370.0,584804.0
B07C1717001,219,0.08,229078.0,579584.0
B07C1709001,1406,0.23,225694.0,576425.0
B07B1199001,653,-0.17,231540.0,597379.0
B07B1208001,588,0.1,230267.0,594136.0
B07C0101001,641,0.38,220456.0,585825.0
B07C1716001,519,-0.03,229439.0,579428.0
B07C1718001,515,0.12,229815.0,579169.0
B07C1888001,2969,-3.07,222247.0,586533.0
B07C1915002,1402,,229608.0,576246.0
B07C1915001,1402,-0.06,229608.0,576246.0
B07C1736001,1043,0.01,228265.0,577993.0
B07C1725001,1662,-0.8,229244.0,575452.0
B07A0982001,292,0.12,229542.0,590965.0
B07A0981001,292,-0.82,229527.0,590828.0
B06H0173001,101,-0.04,217673.0,579767.0
B06H0130001,524,0.01,210225.0,585231.0
B06H0185001,227,0.23,218517.0,580299.0
B07B1154001,409,-0.4,230191.0,589493.0
B07B1165001,881,0.0,235412.0,592544.0
B07B1155001,468,0.19,230259.0,589465.0
B07B1183001,342,-0.31,234986.0,594839.0
B07B1179001,703,-0.15,235171.0,588095.0
B07A1013001,2072,,220758.0,597218.0
B07A1025001,589,-0.54,226958.0,592965.0
B07A1026001,1835,,229698.0,598057.0
B02G1046002,799,-1.09,205829.0,601095.0
B02G0447001,2365,,209950.0,602550.0
B02G1844001,799,0.7,205943.0,601067.0
B02G1847002,863,-0.36,208521.0,601689.0
B02G1845002,97,,206009.0,601063.0
B02G1844002,799,0.6,205943.0,601067.0
B02G0367001,216,,206066.0,601867.0
B02G0367002,216,,206066.0,601867.0
B02G0368001,1592,-0.17,205660.0,602190.0
B02G0368002,1592,-0.04,205660.0,602190.0
B02G0369001,2077,-1.45,205190.0,601585.0
B02G0369002,2077,-0.55,205190.0,601585.0
B03G0521001,1888,0.16,240843.0,603547.0
B03G0092001,1552,-0.4,241288.0,603874.0
B03G0048001,950,0.33,246924.0,601238.0
B03G0529001,941,,248616.0,604190.0
B03G0528001,952,-0.04,248772.0,604507.0
B02H0106001,2365,,210140.0,602500.0
B02H0095001,391,-0.17,210970.0,600276.0
B03C0417001,1774,0.34,222851.0,601502.0
B03C0419001,1896,0.68,221767.0,600348.0
B06B0136001,289,-0.08,190425.0,594525.0
B06A0155001,277,,183100.0,587760.0
B06A0153001,701,0.25,188480.0,595720.0
B06C0328001,287,-0.08,185340.0,586320.0
B06C0326001,51,-0.04,185196.0,575512.0
B05H0243002,1242,0.2,170100.0,586580.0
B05E0064001,1655,-0.39,169500.0,588475.0
B05D0139002,1836,-0.46,158163.0,579200.0
B05F0073001,1713,,179062.0,589069.0
B05G0136002,1711,0.22,160491.0,578203.0
B05F0077001,1489,0.51,174861.0,591662.0
B11F0019001,920,-0.37,219980.0,562950.0
B11H0351001,1527,-0.16,216980.0,560386.0
B11B0303001,1042,-0.11,193625.0,569464.0
B11C0356001,745,0.03,189535.0,560129.0
B11H0353001,1527,-0.29,216971.0,560176.0
B12B0167002,2377,-1.56,237050.0,566360.0
B12A1906001,808,,223834.0,567207.0
B12A1905001,808,,223558.0,567343.0
B12A1903001,2064,,224344.0,568479.0
B12A1821001,928,-0.35,226216.0,569394.0
B12B0342001,1225,0.2,231773.0,574350.0
B12B1643001,1951,-1.12,232541.0,573092.0
B12B1642001,319,-0.15,232668.0,574948.0
B12B0370001,686,-0.01,232055.0,572977.0
B12B0204001,2712,1.11,237515.0,573485.0
B12B0292001,1232,0.22,237701.0,571379.0
B12B0202001,1230,0.06,236094.0,574089.0
B12B0288001,1530,0.03,237578.0,571546.0
B12A1819001,747,0.13,226409.0,572863.0
B12A0276001,2063,0.35,225680.0,571222.0
B12A0289001,2247,-0.16,225515.0,570075.0
B12A0283002,566,-0.12,225545.0,569650.0
B12A0287001,2184,-0.56,225075.0,569250.0
B12A0284002,2005,-0.11,225565.0,569620.0
B12A0284001,2005,-0.12,225565.0,569620.0
B12A0283001,566,-0.17,225545.0,569650.0
B12A0282002,566,-0.11,225520.0,569675.0
B12A0282001,566,-0.17,225520.0,569675.0
B12A0279001,2065,-0.07,225771.0,571156.0
B12A0289002,2247,-0.15,225515.0,570075.0
B12A0292001,1353,0.11,225910.0,570490.0
B12A1763001,2064,-0.14,229755.0,565664.0
B12A1762001,2312,0.07,228130.0,568408.0
B12A0299001,686,0.1,225337.0,569242.0
B12A0297001,1199,-0.08,225716.0,570742.0
B12A0296001,1199,0.01,225661.0,570710.0
B12A0295001,1199,0.06,225588.0,570634.0
B08A0136001,589,0.78,265375.0,591129.0
B08A0120001,476,0.38,266465.0,588460.0
B08C1520001,2376,-2.74,269399.0,577894.0
B08C1522001,2373,-0.87,268388.0,576398.0
B08C1520002,2376,-1.95,269399.0,577894.0
B07H0114001,2537,-0.65,251690.0,584570.0
B07D0496002,348,0.04,230229.0,578060.0
B07D2638001,1113,0.24,231341.0,579093.0
B07D2574001,1582,0.01,231420.0,575583.0
B07D1895001,1109,-0.28,231847.0,577037.0
B07D1892001,456,0.29,230241.0,579215.0
B07D0308001,140,0.0,236850.0,578245.0
B07D2641001,1585,-0.13,234672.0,576168.0
B07G0266001,263,0.23,244323.0,575578.0
B07D2646001,574,-0.21,234908.0,575888.0
B07D2645001,574,-0.25,234918.0,575890.0
B07D2643001,1230,-0.2,234920.0,576116.0
B07D2642001,1585,-0.16,234773.0,576233.0
B07G0095001,2813,-16.4,249207.0,582968.0
B10B0303001,1124,-0.36,159325.0,573550.0
B10E0101001,401,0.13,169863.0,570475.0
B11A0587001,577,-0.01,186491.0,569375.0
B11A0588001,695,0.08,186520.0,569268.0
B10F0141001,946,0.03,173343.0,565225.0
B10F0140001,878,-0.53,176045.0,569504.0
B10E0188001,401,-0.01,169800.0,570800.0
B09D0260001,2667,-1.66,110356.0,551126.0
B29A0187002,1372,,261090.0,489520.0
B28A0421001,1020,0.19,227700.0,490480.0
B28A0515001,1851,-0.01,227120.0,499915.0
B28H0614001,1555,0.01,250950.0,483160.0
B28H0653001,1554,0.83,254000.0,475700.0
B28H1898001,2478,,254291.0,477447.0
B28H1896001,381,,254787.0,477406.0
B28H1895001,381,,254871.0,477436.0
B28H1893001,382,,254545.0,477758.0
B28H1886001,1494,-0.18,256314.0,485391.0
B28H1885001,620,,256303.0,485009.0
B29A0172003,1255,-0.12,260557.0,489057.0
B29A0072002,248,,268129.0,488208.0
B28H1884002,934,,255987.0,484996.0
B28H0752001,438,,255748.0,477439.0
B28H1805001,1716,0.94,257027.0,485015.0
B28H1804001,1437,,256559.0,485068.0
B28H0782001,323,0.95,253631.0,482743.0
B28H0746001,1499,,255855.0,477416.0
B28H1884001,934,,255987.0,484996.0
B28H0740001,1499,,255865.0,477664.0
B28H1808001,1436,1.03,256805.0,485079.0
B28H1880001,620,0.18,256361.0,485195.0
B28H1883001,1139,,256056.0,484978.0
B28H1883002,1139,,256056.0,484978.0
B28F1490002,993,0.09,259592.0,490035.0
B28F1440003,1798,-0.12,257018.0,489021.0
B28F1441002,1798,,257038.0,489111.0
B28F1441001,1798,,257038.0,489111.0
B28F1440002,1798,-0.13,257018.0,489021.0
B28F1440001,1798,-0.12,257018.0,489021.0
B28F1490001,993,0.09,259592.0,490035.0
B28F0401002,1676,,257169.0,488942.0
B28F0397002,1858,,256956.0,489024.0
B28F0403002,1676,,257041.0,488934.0
B28F0404002,1676,-0.73,257119.0,488924.0
B28F0405002,1676,,257169.0,488925.0
B28F0405003,1676,,257169.0,488925.0
B28F0406001,1797,,257080.0,489174.0
B28F0407001,1798,,257108.0,489056.0
B26G2861001,1286,-0.29,169568.0,486632.0
B26G2860001,480,,169298.0,486661.0
B26G0253001,1671,-0.14,163600.0,479500.0
B26F3153001,1047,,177292.0,488011.0
B26F3148001,1317,0.36,170075.0,488663.0
B26F3147001,1376,0.21,171315.0,488887.0
B26G0253002,1671,-0.09,163600.0,479500.0
B26F3146001,300,,177080.0,487993.0
B26H0538001,430,0.06,177043.0,487411.0
B26F3146002,300,0.44,177080.0,487993.0
B26D0088002,1319,0.53,158425.0,475000.0
B26D0088001,1319,0.54,158425.0,475000.0
B26E0112001,1131,-0.41,165000.0,489825.0
B26F0349001,1316,0.56,171555.0,490808.0
B26F0315001,1353,0.27,172688.0,490508.0
B26E2993001,1671,-0.14,162369.0,493020.0
B27A0363002,1319,,180548.0,493053.0
B27A0361002,1041,,180490.0,492875.0
B27A0351002,1102,0.5,180076.0,493225.0
B27A0365001,1345,1.17,182017.0,494243.0
B26H0819002,480,0.1,175653.0,487304.0
B26H0819001,480,0.07,175653.0,487304.0
B26H0818002,480,0.12,175370.0,487080.0
B26H0818001,480,-0.09,175370.0,487080.0
B26H0824002,2495,,170203.0,486987.0
B26H0825001,29,0.15,169999.0,487202.0
B26H0825002,29,0.17,169999.0,487202.0
B26H0827001,429,,176831.0,487052.0
B26H0828001,300,,177287.0,486650.0
B26H0829001,480,,174828.0,487146.0
B26H0832001,300,,177252.0,487496.0
B29A0187001,1372,,261090.0,489520.0
B31H0603001,1317,0.45,133494.0,460069.0
B31H0716001,1958,0.25,138765.0,450330.0
B31H3105002,1382,0.04,132996.0,462422.0
