date,symbol,value
2000-Mar-20,nura hera,31.5605
2000-Mar-20,wonji,35.208600000000004
2000-Mar-20,mojo,4.919899999999998
2000-Mar-21,koka,35.682249999999996
2000-Mar-21,awash station,36.68297058823529
2000-Mar-21,hombole,4.8758
2000-Mar-21,keleta,1.4806470588235296
2000-Mar-21,metahara,24.502142857142854
2000-Mar-21,nura hera,32.1055
2000-Mar-21,wonji,34.45647500000002
2000-Mar-21,mojo,4.714099999999998
2000-Mar-22,koka,36.72355
2000-Mar-22,awash station,37.20979411764706
2000-Mar-22,hombole,5.212485714285715
2000-Mar-22,keleta,2.224647058823529
2000-Mar-22,metahara,24.008535714285717
2000-Mar-22,nura hera,31.2125
2000-Mar-22,wonji,34.320100000000004
2000-Mar-22,mojo,4.2964
2000-Mar-23,koka,38.38015000000001
2000-Mar-23,awash station,40.61958823529412
2000-Mar-23,hombole,5.5427428571428585
2000-Mar-23,keleta,2.5279705882352945
2000-Mar-23,metahara,22.91803571428571
2000-Mar-23,nura hera,32.328
2000-Mar-23,wonji,34.9467
2000-Mar-23,mojo,4.32795
2000-Mar-24,koka,37.4668
2000-Mar-24,awash station,41.63245714285714
2000-Mar-24,hombole,6.205114285714287
2000-Mar-24,keleta,1.6786764705882353
2000-Mar-24,metahara,24.224321428571425
2000-Mar-24,nura hera,31.965000000000003
2000-Mar-24,wonji,35.555200000000006
2000-Mar-24,mojo,4.5201
2000-Mar-25,koka,36.271924999999996
2000-Mar-25,awash station,37.64285714285714
