Annual maxima of daily discharge,Annual maxima of daily precipitation,Annual maxima of daily precipitation and snowmelt,Annual maxima of daily snowmelt,Annual maxima of daily total runoff coefficient,Annual mean of daily discharge,Annual mean of daily near-surface air temperature,Annual mean of daily precipitation,Annual mean of daily total runoff coefficient,Area,Average elevation,Average water capacity,Build-up areas,Circularity,Clay,Confidence,Eolian deposits,Forests,Glaciers,Gravel,Irrigated agriculture,Lakes,Marshes,Peat,River network density,River slopeness,Sand,Silt,Slopeness (average),Soil sealing,Soil texture (dimensionless index from 1 to 13),Steepness (equation),Time of concentration,Total area,Unconsolidated deposits,U-matrix,X,Y,XY,Total events in node
235.125,33.280,33.900,11.838,0.418,80.069,280.468,1.612,0.220,18257.583,140.642,0.000,3.369,0.247,11.826,52.464,0.219,22.425,0.000,5.190,0.252,0.962,0.331,3.101,0.222,1.911,57.542,30.615,1.851,2.349,0.003,3.549,229.312,18290.010,12.992,0.395,23,1,83,33.000
340.313,33.077,33.771,11.739,0.417,135.085,280.548,1.643,0.211,28934.354,132.670,-0.000,4.093,0.250,12.310,56.519,0.225,24.567,0.000,5.954,0.151,1.223,0.311,2.135,0.243,2.691,56.327,31.350,2.180,2.648,0.010,4.409,217.651,28928.932,13.407,0.461,24,1,84,9.000
378.385,32.734,33.555,11.841,0.430,156.175,280.662,1.678,0.209,32336.697,128.900,-0.000,5.372,0.252,12.449,59.216,0.238,27.458,0.000,6.218,0.109,1.398,0.269,1.176,0.261,3.423,55.869,31.684,2.468,3.196,0.017,5.318,207.761,32293.862,12.383,0.540,25,1,85,70.000
303.461,32.600,33.524,11.992,0.447,117.079,280.787,1.726,0.213,23367.486,126.225,-0.000,6.779,0.252,12.441,62.420,0.251,29.024,0.000,5.962,0.092,1.327,0.249,0.599,0.269,3.904,55.921,31.658,2.641,3.941,0.022,6.651,201.561,23305.239,11.619,0.615,26,1,86,22.000
229.546,32.635,33.666,12.176,0.460,69.425,280.897,1.838,0.226,12037.098,122.079,-0.000,7.993,0.248,12.548,68.922,0.274,26.704,0.000,5.260,0.053,0.929,0.241,0.389,0.259,4.133,55.678,31.809,2.710,4.971,0.027,8.098,190.234,12054.793,11.777,0.603,27,1,87,27.000
213.361,32.550,33.620,12.259,0.467,50.890,280.937,1.933,0.241,7018.407,115.374,-0.000,8.575,0.241,12.657,75.944,0.299,22.199,0.000,4.437,0.022,0.678,0.227,0.598,0.241,3.745,55.298,32.088,2.638,5.749,0.028,8.058,182.113,7117.124,12.445,0.519,28,1,88,nan
201.693,32.262,33.497,13.017,0.492,44.698,280.755,1.945,0.256,5636.001,122.305,-0.000,8.293,0.243,13.342,77.700,0.298,20.697,0.000,4.283,0.027,0.728,0.224,1.038,0.235,3.829,53.505,33.196,2.860,5.509,0.039,8.480,171.098,5752.905,16.654,0.762,29,1,89,16.000
149.019,31.867,33.430,14.915,0.539,28.551,280.266,1.903,0.270,3707.503,181.159,0.001,7.549,0.265,15.748,73.363,0.238,22.152,0.000,5.102,0.070,0.760,0.192,0.836,0.261,6.436,47.575,36.717,4.308,4.332,0.091,13.313,139.879,3759.887,29.526,0.844,30,1,90,nan
133.317,32.098,33.720,15.662,0.555,22.916,280.114,1.944,0.272,2868.698,226.097,0.019,7.931,0.282,17.157,74.150,0.187,22.883,0.000,5.630,0.068,0.757,0.149,0.219,0.288,9.136,44.264,38.613,5.631,4.386,0.138,16.555,126.507,2867.952,33.053,0.736,31,1,91,34.000
143.206,32.065,33.667,15.319,0.547,26.436,280.172,1.996,0.274,3180.123,222.007,0.302,8.522,0.291,17.343,78.801,0.171,22.038,0.000,6.138,0.045,1.020,0.179,0.049,0.295,9.728,43.787,38.873,5.821,4.921,0.161,15.788,127.586,3175.806,26.285,0.662,32,1,92,35.000
110.235,31.300,32.900,14.139,0.513,21.403,280.346,2.015,0.274,2642.911,176.437,3.563,8.675,0.292,17.233,83.180,0.244,16.787,0.000,6.979,0.038,1.282,0.284,0.072,0.278,8.136,44.114,38.582,4.985,5.067,0.365,14.274,118.908,2643.867,16.189,0.766,33,1,93,13.000
47.371,31.273,32.537,10.955,0.452,8.811,281.149,2.118,0.283,1131.912,117.123,24.712,8.309,0.285,16.810,87.523,0.745,8.794,0.000,7.639,0.098,1.008,0.328,0.162,0.245,5.646,46.059,37.015,3.889,4.717,1.541,14.859,133.305,1141.174,5.814,0.881,34,1,94,nan
23.029,32.869,33.532,7.391,0.415,3.025,282.292,2.255,0.292,325.822,101.921,66.273,7.826,0.278,16.096,89.751,1.176,5.439,0.000,7.599,0.281,0.335,0.138,0.118,0.233,4.841,49.074,34.781,3.780,4.221,2.959,16.673,225.934,340.026,1.317,0.720,35,1,95,nan
18.707,34.192,34.572,5.963,0.403,2.075,282.756,2.300,0.294,193.513,102.902,93.673,7.155,0.272,15.678,88.894,1.037,5.683,0.000,6.778,0.387,0.095,0.036,0.054,0.238,4.847,50.668,33.676,3.976,3.880,3.334,17.356,283.900,205.601,0.848,0.604,36,1,96,28.000
17.546,35.704,36.022,5.952,0.399,2.064,282.679,2.367,0.309,191.383,110.229,105.128,5.783,0.253,15.894,85.833,0.859,6.651,0.000,5.873,0.271,0.411,0.059,0.081,0.256,4.844,50.467,33.719,3.888,3.565,3.730,17.982,221.281,200.248,1.720,0.710,37,1,97,4.000
17.555,38.002,38.371,7.315,0.411,1.999,282.267,2.447,0.327,203.255,131.556,106.972,4.318,0.225,16.795,75.910,0.649,8.080,0.000,5.296,0.114,1.767,0.098,0.152,0.282,4.226,48.800,34.508,3.211,3.085,4.427,16.486,119.611,213.924,2.659,0.814,38,1,98,22.000
16.491,39.172,39.577,8.470,0.432,1.541,282.087,2.419,0.318,179.693,140.214,103.476,3.516,0.212,17.856,65.279,0.475,8.559,0.000,5.119,0.203,2.766,0.066,0.219,0.283,3.220,46.913,35.335,2.663,2.493,4.775,13.588,96.118,196.334,2.151,0.656,39,1,99,8.000
17.391,36.768,37.201,8.281,0.441,1.357,282.166,2.209,0.283,185.040,111.894,104.503,2.979,0.219,18.701,60.654,0.349,6.996,0.000,4.637,0.551,1.952,0.060,0.313,0.268,2.564,45.651,35.782,2.563,2.052,5.000,12.127,99.313,206.321,1.860,0.522,40,1,100,nan
22.950,33.455,33.903,7.487,0.442,1.834,282.403,2.007,0.253,271.267,88.872,104.458,2.743,0.243,19.083,62.696,0.392,6.118,0.000,4.394,0.957,0.734,0.100,0.268,0.269,2.671,44.991,36.075,2.923,1.911,5.231,13.079,106.512,287.660,3.024,0.606,41,1,101,5.000
31.317,31.527,32.122,7.078,0.421,3.232,282.585,1.980,0.253,447.619,101.967,100.255,3.167,0.278,20.016,63.087,1.080,6.198,0.000,5.446,0.888,0.250,0.074,0.092,0.259,3.051,42.986,37.134,3.384,1.943,5.704,14.497,122.996,457.580,7.684,0.666,42,1,102,8.000
37.216,30.818,31.843,7.500,0.403,4.385,282.396,2.018,0.264,549.661,110.935,109.091,4.394,0.296,20.743,63.221,1.841,6.637,0.000,6.081,1.021,0.100,0.020,0.011,0.245,3.304,41.329,38.060,3.662,2.019,5.831,14.806,126.677,560.872,16.280,0.617,43,1,103,5.000
43.565,30.078,31.438,8.200,0.422,5.607,282.074,2.020,0.277,641.507,104.571,122.825,6.062,0.297,20.669,70.027,1.880,7.661,0.000,5.833,1.319,0.083,0.018,0.003,0.258,3.639,41.316,38.160,3.968,2.271,5.614,14.288,114.891,654.268,23.128,0.503,44,1,104,17.000
53.911,29.629,31.083,8.875,0.462,7.796,281.798,2.039,0.295,866.070,104.343,126.186,7.451,0.295,20.620,76.911,1.478,7.540,0.000,6.238,1.042,0.106,0.059,0.019,0.272,3.983,41.544,37.987,4.175,2.735,5.784,13.588,110.282,878.353,22.331,0.493,45,1,105,46.000
62.437,29.778,31.378,9.895,0.500,9.261,281.522,2.072,0.313,1045.503,108.087,122.800,8.522,0.296,20.063,80.765,0.927,6.420,0.000,6.762,0.531,0.144,0.191,0.105,0.273,4.397,42.705,37.376,4.130,3.296,6.190,12.986,110.988,1056.326,15.068,0.561,46,1,106,nan
60.105,30.194,31.895,10.959,0.523,8.117,281.239,2.109,0.324,940.924,117.198,123.893,9.713,0.304,19.081,84.725,0.376,5.771,0.000,6.231,0.176,0.187,0.357,0.237,0.271,5.270,44.422,36.637,4.236,3.857,6.352,14.322,106.560,950.289,9.353,0.442,47,1,107,1.000
53.059,30.681,32.302,11.252,0.525,6.557,281.152,2.126,0.326,784.510,123.923,125.753,10.546,0.306,18.823,86.770,0.126,5.430,0.000,5.580,0.084,0.198,0.362,0.259,0.271,5.562,44.860,36.456,4.274,4.351,6.269,15.757,101.759,792.696,8.505,0.392,48,1,108,7.000
41.766,31.712,33.205,11.167,0.523,4.960,281.267,2.139,0.326,625.240,133.385,121.368,11.606,0.295,19.131,87.636,0.056,4.630,0.000,5.677,0.060,0.183,0.348,0.383,0.268,5.569,44.448,36.546,4.038,5.129,6.016,17.201,97.102,633.663,8.706,0.480,49,1,109,8.000
36.162,32.825,34.314,11.096,0.533,4.489,281.423,2.180,0.337,640.465,159.715,109.408,13.753,0.282,19.239,89.980,0.108,4.972,0.000,6.502,0.027,0.212,0.720,1.203,0.266,6.476,44.394,36.455,3.925,6.029,5.592,19.391,94.247,653.548,10.422,0.484,50,1,110,13.000
53.344,33.046,34.725,11.181,0.542,8.017,281.404,2.230,0.349,1231.053,165.990,106.642,15.725,0.281,19.144,91.255,0.255,6.993,0.000,6.993,0.012,0.258,0.965,1.807,0.267,6.752,44.459,36.459,4.146,6.332,5.343,19.253,99.143,1251.305,16.525,0.487,51,1,111,8.000
68.332,33.145,34.907,11.075,0.529,11.247,281.378,2.282,0.351,1691.689,151.635,116.272,17.091,0.288,19.266,90.645,0.315,8.715,0.000,6.973,0.013,0.236,0.602,1.312,0.267,5.995,43.962,36.841,4.638,6.618,5.239,18.450,103.505,1713.782,22.785,0.464,52,1,112,48.000
69.504,33.579,35.369,11.354,0.503,11.538,281.321,2.341,0.348,1470.705,155.179,126.508,18.786,0.296,19.072,88.160,0.221,9.502,0.000,6.602,0.017,0.175,0.220,0.543,0.271,5.883,44.152,36.862,5.241,7.451,5.270,19.735,106.376,1482.499,23.905,0.487,53,1,113,nan
66.640,33.473,35.251,11.662,0.486,11.101,281.281,2.332,0.340,1136.398,163.354,125.312,20.719,0.288,18.617,84.488,0.212,9.529,0.000,6.278,0.017,0.148,0.135,0.177,0.278,5.923,45.059,36.418,5.075,8.690,5.359,20.436,115.124,1138.924,20.312,0.670,54,1,114,nan
51.013,32.940,34.695,12.161,0.492,8.732,281.201,2.265,0.330,858.594,159.738,108.983,23.368,0.276,17.555,82.457,0.314,12.344,0.000,6.590,0.031,0.227,0.341,0.277,0.286,5.732,46.887,35.647,4.537,9.856,4.853,18.697,117.013,863.867,16.102,0.783,55,1,115,nan
38.503,32.994,34.851,13.022,0.504,6.887,281.138,2.216,0.320,660.900,163.416,91.694,26.753,0.277,16.226,81.179,0.239,16.859,0.000,7.178,0.063,0.360,0.625,0.506,0.294,5.888,48.962,34.900,4.409,10.963,3.974,16.771,107.457,672.308,14.477,0.769,56,1,116,82.000
36.861,33.933,35.976,13.325,0.512,6.432,281.300,2.204,0.309,551.292,172.264,86.717,30.842,0.274,15.889,80.257,0.131,19.410,0.000,7.304,0.104,0.417,0.668,0.546,0.299,6.517,49.494,34.709,4.545,12.700,3.743,17.338,99.762,574.144,14.442,1.135,57,1,117,60.000
40.165,37.272,39.287,13.296,0.524,5.575,281.329,2.447,0.340,356.906,213.632,93.251,40.230,0.258,16.697,83.133,0.113,17.148,0.000,7.430,0.160,0.361,0.574,0.496,0.312,9.621,48.153,35.208,5.426,17.371,4.067,29.834,96.102,404.629,11.694,1.580,58,1,118,nan
46.862,40.907,42.725,13.635,0.530,5.307,281.109,2.777,0.389,235.290,268.617,97.565,48.465,0.250,17.452,89.314,0.135,13.684,0.000,7.891,0.205,0.279,0.584,0.534,0.330,13.217,46.856,35.708,6.488,21.522,4.306,44.287,96.334,303.675,7.100,0.936,59,1,119,1.000
292.114,25.814,31.184,22.973,0.784,158.594,274.858,1.823,0.435,16212.272,129.768,80.426,0.786,0.265,6.840,43.547,0.095,62.419,0.000,7.771,0.000,16.521,3.416,1.611,0.298,3.129,64.568,28.556,2.813,0.195,2.338,10.054,185.509,16160.903,11.534,0.588,0,2,120,92.000
257.184,25.776,30.822,22.273,0.774,137.105,275.198,1.820,0.429,14112.587,132.954,75.500,0.956,0.264,6.962,43.542,0.087,62.828,0.000,7.444,0.001,16.040,3.091,1.591,0.294,2.934,64.474,28.530,2.836,0.213,2.378,10.517,206.277,14080.068,10.908,0.612,1,2,121,19.000
167.418,26.325,30.247,20.048,0.722,81.014,276.093,1.809,0.412,8716.860,130.048,67.780,1.385,0.259,7.335,46.075,0.076,63.187,0.000,7.666,0.002,14.300,2.195,1.476,0.288,2.647,63.780,28.857,2.938,0.274,2.565,11.780,294.253,8754.826,9.366,0.775,2,2,122,2.000
97.345,27.130,30.290,18.571,0.675,37.293,276.917,1.798,0.400,4592.706,116.971,63.521,1.740,0.247,7.964,52.254,0.070,62.698,0.000,10.561,0.004,12.514,1.309,0.967,0.287,2.763,62.387,29.631,3.174,0.362,3.046,11.417,364.538,4717.008,7.596,0.983,3,2,123,nan
83.078,27.372,30.588,19.041,0.680,27.824,277.318,1.791,0.394,3777.600,119.603,50.780,1.707,0.239,8.383,56.209,0.041,63.475,0.000,14.559,0.003,11.546,0.975,0.490,0.286,2.925,62.208,29.396,3.394,0.431,3.586,9.252,321.164,3942.223,5.356,0.975,4,2,124,nan
55.239,28.407,31.362,19.340,0.670,17.461,277.587,1.837,0.375,2293.606,152.022,27.508,1.342,0.243,8.246,62.333,0.009,67.110,0.000,16.596,0.001,9.621,1.167,0.173,0.292,3.350,63.773,27.986,3.717,0.428,3.893,9.128,295.590,2425.404,2.301,0.734,5,2,125,nan
37.031,29.045,31.692,18.741,0.642,11.425,277.705,1.875,0.356,1270.293,170.645,14.830,1.138,0.249,8.019,68.587,0.004,70.476,0.000,15.521,0.000,8.143,1.649,0.036,0.302,3.868,64.908,27.092,3.928,0.396,3.883,9.915,325.131,1371.693,0.941,0.615,6,2,126,35.000
45.102,28.967,31.391,17.627,0.610,14.965,277.838,1.870,0.345,1645.925,171.275,11.077,1.164,0.249,7.968,71.359,0.012,72.565,0.000,12.925,0.001,7.640,1.956,0.009,0.309,4.142,65.263,26.785,3.951,0.386,3.695,9.058,331.210,1797.865,0.604,0.610,7,2,127,4.000
60.206,28.932,31.345,17.119,0.598,20.863,278.000,1.870,0.350,2431.806,178.360,9.271,1.280,0.249,7.955,71.541,0.030,73.717,0.000,10.007,0.002,7.413,1.883,0.004,0.312,4.258,65.416,26.634,3.879,0.394,3.250,7.434,290.147,2631.765,0.412,0.741,8,2,128,18.000
57.794,28.836,32.006,18.569,0.643,19.420,278.048,1.891,0.369,2367.962,180.218,7.628,1.221,0.242,7.861,70.464,0.060,74.924,0.000,7.405,0.001,6.886,1.615,0.001,0.316,4.027,65.741,26.392,3.647,0.365,2.496,6.489,211.870,2485.104,0.221,0.818,9,2,129,nan
38.766,28.123,33.042,21.501,0.731,10.888,278.185,1.986,0.388,1257.470,161.583,4.630,1.135,0.224,7.697,73.555,0.102,77.809,0.000,5.303,0.000,5.237,1.806,0.000,0.312,3.648,66.489,25.788,3.262,0.334,1.389,7.951,143.303,1261.247,0.059,0.683,10,2,130,5.000
30.573,27.767,33.365,22.355,0.761,7.209,278.503,2.111,0.393,723.702,148.744,1.927,1.350,0.215,7.764,78.329,0.124,79.172,0.000,5.259,0.001,3.697,2.676,0.001,0.302,3.905,66.671,25.516,3.114,0.392,0.725,9.873,114.475,713.922,0.046,0.451,11,2,131,21.000
25.331,28.075,33.403,21.714,0.747,5.427,278.718,2.183,0.391,497.326,140.301,0.667,1.561,0.210,7.882,80.181,0.129,78.635,0.000,5.797,0.002,2.655,3.516,0.004,0.297,4.228,66.496,25.556,3.067,0.460,0.462,10.897,98.713,491.411,0.122,0.341,12,2,132,82.000
22.963,28.501,32.939,19.943,0.703,4.936,278.851,2.170,0.381,453.510,131.211,0.372,1.738,0.212,7.906,78.224,0.134,76.655,0.000,6.172,0.003,2.019,3.782,0.030,0.298,4.250,66.296,25.726,2.992,0.533,0.324,10.808,94.463,450.606,0.536,0.454,13,2,133,30.000
27.960,28.725,31.992,17.784,0.646,7.667,278.800,2.017,0.358,831.271,125.198,2.888,1.854,0.229,7.864,70.524,0.140,70.731,0.000,6.243,0.005,1.985,3.236,0.159,0.305,3.857,65.917,26.166,2.925,0.707,0.370,9.555,113.348,826.797,2.980,0.711,14,2,134,7.000
47.555,28.769,31.498,17.272,0.623,13.404,278.377,1.805,0.340,1617.242,133.026,14.198,1.905,0.260,7.892,59.450,0.123,60.557,0.000,6.126,0.006,2.154,2.344,0.381,0.297,3.160,65.120,26.974,3.185,0.903,0.821,10.656,160.980,1593.889,8.225,0.784,15,2,135,14.000
72.659,28.753,31.324,17.228,0.618,16.588,278.067,1.746,0.339,2071.942,136.448,27.392,2.171,0.271,7.953,52.812,0.100,53.416,0.000,5.942,0.009,1.883,2.156,0.507,0.264,2.524,64.468,27.586,3.461,0.883,0.959,13.192,195.851,2049.439,10.459,0.663,16,2,136,20.000
83.867,28.824,31.153,16.812,0.611,17.012,278.147,1.761,0.336,2210.006,127.213,37.420,2.503,0.269,7.983,50.632,0.095,46.357,0.000,5.665,0.012,1.556,2.113,0.678,0.236,2.028,64.431,27.605,3.345,0.994,0.768,13.095,210.317,2210.271,10.891,0.687,17,2,137,14.000
72.728,29.347,31.359,15.998,0.584,15.712,278.806,1.788,0.319,2337.875,112.156,39.821,2.702,0.260,8.171,50.772,0.121,36.462,0.000,5.320,0.017,1.085,1.605,1.273,0.219,1.587,64.771,27.082,2.788,1.325,0.509,10.088,203.308,2362.016,11.101,0.770,18,2,138,nan
62.708,30.303,31.821,14.970,0.548,18.775,279.775,1.763,0.288,3660.968,108.660,19.561,2.571,0.250,9.197,48.706,0.190,28.061,0.000,5.106,0.049,0.781,0.748,2.396,0.219,1.333,63.273,27.538,2.064,1.553,0.181,5.611,177.198,3733.029,10.056,0.672,19,2,139,12.000
84.231,30.693,31.952,14.587,0.540,26.771,280.138,1.716,0.273,5702.473,120.430,2.822,2.560,0.248,10.421,47.886,0.227,24.569,0.000,4.992,0.133,0.951,0.489,2.865,0.223,1.490,60.556,29.021,1.835,1.713,0.023,3.786,173.587,5786.286,9.710,0.524,20,2,140,18.000
115.980,30.817,31.896,14.121,0.526,33.129,280.135,1.674,0.270,7238.847,134.288,0.155,2.619,0.247,11.120,50.288,0.230,23.035,0.000,5.071,0.241,1.087,0.586,3.481,0.220,1.667,58.779,30.103,1.822,1.878,0.003,3.428,192.397,7287.584,10.548,0.421,21,2,141,21.000
146.822,31.270,32.122,13.454,0.501,42.419,280.100,1.639,0.264,9553.217,140.341,0.004,2.597,0.246,11.526,52.800,0.229,22.810,0.000,5.410,0.303,1.164,0.650,4.078,0.219,1.751,57.704,30.773,1.838,1.936,0.002,3.338,211.489,9601.457,11.632,0.378,22,2,142,67.000
187.939,31.953,32.663,12.746,0.469,64.331,280.194,1.632,0.244,14496.148,131.996,0.000,2.621,0.246,12.168,55.147,0.223,22.590,0.000,6.132,0.235,1.251,0.536,3.613,0.228,1.961,56.366,31.456,1.948,1.978,0.004,3.721,208.190,14515.328,13.570,0.415,23,2,143,11.000
278.130,32.562,33.325,12.304,0.444,109.321,280.345,1.654,0.224,23447.053,119.965,-0.000,2.893,0.248,12.994,56.381,0.222,22.616,0.000,7.002,0.125,1.364,0.353,2.477,0.243,2.562,54.552,32.437,2.180,2.104,0.009,4.365,190.235,23423.648,15.681,0.429,24,2,144,52.000
351.009,32.859,33.740,12.245,0.438,139.497,280.447,1.671,0.218,28960.680,121.884,-0.000,3.482,0.250,13.383,56.843,0.224,23.397,0.000,7.033,0.104,1.379,0.251,1.711,0.252,3.261,53.541,33.069,2.385,2.352,0.015,4.781,188.799,28919.709,15.855,0.459,25,2,145,82.000
347.497,32.979,34.001,12.378,0.445,130.388,280.543,1.699,0.218,25896.043,133.190,-0.000,4.438,0.254,13.612,59.475,0.225,24.728,0.000,6.512,0.094,1.250,0.218,1.196,0.260,4.212,52.965,33.434,2.648,2.763,0.023,5.736,189.705,25761.544,14.904,0.562,26,2,146,47.000
316.054,32.948,34.205,12.911,0.466,104.283,280.626,1.775,0.227,18969.652,143.852,-0.000,5.742,0.257,13.755,64.619,0.231,25.810,0.000,5.839,0.071,0.983,0.242,0.821,0.264,5.238,52.644,33.630,2.949,3.460,0.033,7.346,187.114,18784.114,13.483,0.659,27,2,147,15.000
289.153,32.539,34.020,13.442,0.491,82.186,280.653,1.861,0.243,13308.037,140.509,-0.000,6.846,0.255,13.755,70.853,0.251,24.751,0.000,5.203,0.052,0.785,0.290,0.735,0.257,5.179,52.597,33.679,3.027,4.322,0.037,8.018,181.989,13223.000,12.940,0.728,28,2,148,3.000
260.434,32.094,33.743,14.293,0.529,60.499,280.389,1.870,0.266,8724.789,153.740,0.000,6.830,0.259,14.639,75.466,0.260,23.930,0.000,4.896,0.080,0.651,0.312,1.021,0.255,5.028,50.090,35.308,3.424,4.379,0.056,8.587,168.832,8772.776,17.470,0.840,29,2,149,2.000
211.969,33.107,34.689,15.814,0.565,38.556,280.009,1.883,0.283,5487.516,228.433,0.000,6.555,0.280,16.587,77.971,0.216,24.773,0.000,5.449,0.127,0.445,0.204,0.737,0.287,7.823,45.098,38.367,5.213,3.886,0.124,12.749,145.293,5520.271,24.966,0.742,30,2,150,23.000
192.885,33.759,35.361,16.352,0.577,35.503,280.020,1.978,0.285,4934.309,269.966,0.006,7.514,0.295,17.486,82.051,0.172,25.166,0.000,6.254,0.103,0.412,0.109,0.209,0.311,10.427,43.449,39.112,6.441,4.377,0.163,14.936,137.894,4947.033,24.286,0.583,31,2,151,53.000
190.259,33.374,34.969,15.849,0.567,38.559,280.106,2.020,0.281,5401.741,271.695,0.104,8.154,0.300,17.977,85.809,0.155,24.648,0.000,7.224,0.084,0.484,0.092,0.038,0.317,11.193,42.803,39.253,6.568,4.742,0.167,14.486,138.102,5422.152,20.720,0.463,32,2,152,63.000
163.228,32.846,34.255,14.674,0.534,35.153,280.252,2.003,0.271,5265.671,256.763,1.682,8.128,0.298,18.326,88.201,0.222,22.015,0.000,8.327,0.091,0.550,0.103,0.017,0.310,10.572,42.408,39.274,6.026,4.676,0.226,13.745,134.061,5287.728,17.069,0.526,33,2,153,14.000
101.070,32.580,33.565,11.857,0.476,21.726,280.966,2.007,0.260,3586.839,205.067,20.616,7.518,0.297,17.983,90.090,0.958,15.358,0.000,8.817,0.128,0.508,0.121,0.046,0.290,8.234,43.873,38.120,4.901,4.333,0.997,13.735,135.134,3602.698,11.026,0.938,34,2,154,nan
38.761,33.053,33.457,7.163,0.404,5.451,282.508,2.102,0.254,869.650,123.210,76.375,6.589,0.302,16.431,91.405,2.279,7.291,0.000,7.534,0.203,0.182,0.064,0.055,0.266,5.149,48.586,34.974,3.935,3.842,2.716,15.043,186.762,879.973,3.110,0.878,35,2,155,14.000
25.136,33.264,33.514,5.832,0.371,2.216,282.837,2.145,0.257,268.186,105.063,103.728,6.058,0.300,15.865,89.565,2.096,6.044,0.000,6.492,0.213,0.059,0.079,0.120,0.265,4.529,50.364,33.797,3.872,3.487,3.159,15.888,215.587,276.413,2.073,0.670,36,2,156,28.000
21.055,32.961,33.286,6.477,0.361,2.152,282.318,2.187,0.286,240.818,105.268,119.720,5.082,0.282,15.934,82.326,1.302,5.684,0.000,5.538,0.130,0.184,0.309,0.469,0.284,4.067,50.701,33.426,3.590,3.072,3.580,15.953,173.456,248.295,5.014,0.744,37,2,157,nan
18.967,32.966,33.397,7.754,0.369,2.284,281.673,2.229,0.319,256.496,112.063,130.075,3.963,0.258,16.291,73.082,0.569,5.631,0.000,4.723,0.070,0.648,0.515,0.788,0.305,3.351,50.442,33.346,3.058,2.644,4.162,14.772,116.445,265.076,7.774,0.763,38,2,158,19.000
18.799,33.952,34.369,8.163,0.387,2.035,281.793,2.216,0.312,237.420,121.483,125.273,3.187,0.242,16.919,69.335,0.361,6.878,0.000,4.485,0.368,1.202,0.384,0.630,0.300,3.039,49.278,33.886,2.865,2.307,4.424,13.973,100.720,249.060,6.239,0.721,39,2,159,8.000
21.473,33.987,34.306,7.282,0.397,1.613,282.675,2.025,0.251,223.736,114.449,112.505,2.392,0.235,17.866,69.236,0.377,7.819,0.000,4.665,1.690,0.996,0.135,0.295,0.275,3.052,47.300,34.937,2.862,1.936,4.451,14.138,98.418,239.612,3.415,0.687,40,2,160,nan
27.561,32.685,32.933,6.308,0.392,1.962,283.291,1.862,0.203,305.115,104.185,103.731,2.160,0.245,18.401,71.303,0.599,7.725,0.000,5.121,2.745,0.462,0.058,0.115,0.264,3.175,46.034,35.676,2.909,1.822,4.468,13.996,106.859,319.286,3.312,0.636,41,2,161,18.000
40.068,30.890,31.241,6.137,0.388,4.193,283.252,1.874,0.208,573.358,116.253,98.556,2.801,0.265,19.531,72.173,1.528,8.021,0.000,5.732,2.028,0.294,0.041,0.045,0.259,3.296,44.001,36.574,3.093,1.898,5.016,12.951,143.387,582.692,6.523,0.741,42,2,162,4.000
48.601,29.583,30.363,6.790,0.388,6.411,282.730,1.949,0.238,796.834,131.745,104.814,4.209,0.282,20.921,73.594,2.395,8.743,0.000,6.446,1.066,0.177,0.038,0.041,0.256,3.526,41.448,37.737,3.534,2.014,5.624,12.699,164.462,803.583,14.537,0.859,43,2,163,15.000
41.625,28.918,30.099,7.650,0.415,6.300,282.185,1.980,0.266,739.470,121.860,116.665,5.648,0.284,21.226,78.904,1.984,8.682,0.000,6.432,0.957,0.120,0.081,0.044,0.266,3.638,40.644,38.260,4.054,2.225,5.682,13.134,134.114,748.248,21.372,0.713,44,2,164,nan
36.464,28.761,30.082,8.202,0.458,6.187,281.901,2.022,0.292,701.182,110.851,122.765,6.736,0.283,21.275,84.419,1.584,7.905,0.000,6.177,0.738,0.091,0.167,0.028,0.274,3.724,40.499,38.379,4.421,2.567,5.732,13.865,115.248,713.967,22.574,0.540,45,2,165,10.000
36.312,29.172,30.546,8.674,0.495,5.970,281.785,2.056,0.306,689.038,102.990,123.272,7.818,0.279,20.791,87.251,1.292,6.949,0.000,6.049,0.480,0.108,0.272,0.047,0.275,3.778,41.353,38.012,4.400,3.058,5.902,14.241,112.269,705.194,19.362,0.563,46,2,166,3.000
37.514,29.865,31.288,9.340,0.501,5.146,281.588,2.019,0.300,658.861,98.775,121.189,9.479,0.283,19.563,88.256,0.640,5.389,0.000,5.729,0.262,0.209,0.270,0.108,0.268,3.980,43.470,37.101,3.871,3.827,6.003,13.200,108.752,673.612,15.134,0.593,47,2,167,1.000
35.030,31.552,32.915,9.650,0.491,4.320,281.467,2.002,0.293,601.089,105.074,120.291,10.616,0.282,19.270,87.549,0.196,4.438,0.000,5.369,0.148,0.261,0.175,0.110,0.268,4.102,44.090,36.766,3.546,4.517,5.962,13.390,103.229,611.529,13.466,0.510,48,2,168,40.000
34.006,35.081,36.332,9.773,0.488,4.023,281.578,2.062,0.299,559.901,142.122,115.938,11.530,0.273,19.729,87.175,0.089,4.842,0.000,5.635,0.085,0.269,0.128,0.137,0.273,4.914,43.533,36.860,3.742,5.204,5.797,16.304,98.833,569.060,12.707,0.485,49,2,169,33.000
48.668,38.376,39.659,10.336,0.504,6.018,281.830,2.160,0.321,826.559,233.849,106.615,13.154,0.276,19.659,89.234,0.220,7.292,0.000,5.947,0.047,0.397,0.244,0.427,0.279,7.944,43.789,36.644,4.504,5.874,5.490,21.657,101.038,842.723,11.646,0.463,50,2,170,21.000
